#Exudyn implicit second order time integration sensor output file
#measure Node number = 242
#OutputVariableType = AngularVelocity
#simulation started = 2022-04-08,00:49:04
#columns contain: time, comma separated sensor values (e.g, x,y,z position coordinates)
#number of sensor values = 3
#Exudyn version = 1.2.34.dev1; Python3.9.11; Windows AVX2 FLOAT64
#
0,0,0,0
0.001,0,0,0
0.002,0,0,0
0.003,0,0,0
0.004,0,0,0
0.005,0,0,0
0.006,0,0,0
0.007,0,0,0
0.008,0,0,0
0.009,0,0,0
0.01,0,0,0
0.011,0,0,0
0.012,0,0,0
0.013,0,0,0
0.014,0,0,0
0.015,0,0,0
0.016,0,0,0
0.017,0,0,0
0.018,0,0,0
0.019,0,0,0
0.02,0,0,0
0.021,0,0,0
0.022,0,0,0
0.023,0,0,0
0.024,0,0,0
0.025,0,0,0
0.026,0,0,0
0.027,0,0,0
0.028,0,0,0
0.029,0,0,0
0.03,0,0,0
0.031,0,0,0
0.032,0,0,0
0.033,0,0,0
0.034,0,0,0
0.035,0,0,0
0.036,0,0,0
0.037,0,0,0
0.038,0,0,0
0.039,0,0,0
0.04,0,0,0
0.041,0,0,0
0.042,0,0,0
0.043,0,0,0
0.044,0,0,0
0.045,0,0,0
0.046,0,0,0
0.047,0,0,0
0.048,0,0,0
0.049,0,0,0
0.05,0,0,1.998401444e-14
0.051,0,0,0.02181818182
0.052,0,0,0.04363636364
0.053,0,0,0.06545454545
0.054,0,0,0.08727272727
0.055,0,0,0.1090909091
0.056,0,0,0.1309090909
0.057,0,0,0.1527272727
0.058,0,0,0.1745454545
0.059,0,0,0.1963636364
0.06,0,0,0.2181818182
0.061,0,0,0.24
0.062,0,0,0.2618181818
0.063,0,0,0.2836363636
0.064,0,0,0.3054545455
0.065,0,0,0.3272727273
0.066,0,0,0.3490909091
0.067,0,0,0.3709090909
0.068,0,0,0.3927272727
0.069,0,0,0.4145454545
0.07,0,0,0.4363636364
0.071,0,0,0.4581818182
0.072,0,0,0.48
0.073,0,0,0.5018181818
0.074,0,0,0.5236363636
0.075,0,0,0.5454545455
0.076,0,0,0.5672727273
0.077,0,0,0.5890909091
0.078,0,0,0.6109090909
0.079,0,0,0.6327272727
0.08,0,0,0.6545454545
0.081,0,0,0.6763636364
0.082,0,0,0.6981818182
0.083,0,0,0.72
0.084,0,0,0.7418181818
0.085,0,0,0.7636363636
0.086,0,0,0.7854545455
0.087,0,0,0.8072727273
0.088,0,0,0.8290909091
0.089,0,0,0.8509090909
0.09,0,0,0.8727272727
0.091,0,0,0.8945454545
0.092,0,0,0.9163636364
0.093,0,0,0.9381818182
0.094,0,0,0.96
0.095,0,0,0.9818181818
0.096,0,0,1.003636364
0.097,0,0,1.025454545
0.098,0,0,1.047272727
0.099,0,0,1.069090909
0.1,0,0,1.090909091
0.101,0,0,1.112727273
0.102,0,0,1.134545455
0.103,0,0,1.156363636
0.104,0,0,1.178181818
0.105,0,0,1.2
0.106,0,0,1.221818182
0.107,0,0,1.243636364
0.108,0,0,1.265454545
0.109,0,0,1.287272727
0.11,0,0,1.309090909
0.111,0,0,1.330909091
0.112,0,0,1.352727273
0.113,0,0,1.374545455
0.114,0,0,1.396363636
0.115,0,0,1.418181818
0.116,0,0,1.44
0.117,0,0,1.461818182
0.118,0,0,1.483636364
0.119,0,0,1.505454545
0.12,0,0,1.527272727
0.121,0,0,1.549090909
0.122,0,0,1.570909091
0.123,0,0,1.592727273
0.124,0,0,1.614545455
0.125,0,0,1.636363636
0.126,0,0,1.658181818
0.127,0,0,1.68
0.128,0,0,1.701818182
0.129,0,0,1.723636364
0.13,0,0,1.745454545
0.131,0,0,1.767272727
0.132,0,0,1.789090909
0.133,0,0,1.810909091
0.134,0,0,1.832727273
0.135,0,0,1.854545455
0.136,0,0,1.876363636
0.137,0,0,1.898181818
0.138,0,0,1.92
0.139,0,0,1.941818182
0.14,0,0,1.963636364
0.141,0,0,1.985454545
0.142,0,0,2.007272727
0.143,0,0,2.029090909
0.144,0,0,2.050909091
0.145,0,0,2.072727273
0.146,0,0,2.094545455
0.147,0,0,2.116363636
0.148,0,0,2.138181818
0.149,0,0,2.16
0.15,0,0,2.181818182
0.151,0,0,2.203636364
0.152,0,0,2.225454545
0.153,0,0,2.247272727
0.154,0,0,2.269090909
0.155,0,0,2.290909091
